election,state,twoway
2008,Wyoming,0.3343797664490409
2012,Alabama,0.38783771466562295
2012,Alaska,0.4268470951843963
2012,Arizona,0.4538661977629681
2012,Arkansas,0.3784559464877038
2012,California,0.6187281116329663
2012,Colorado,0.5274798831420252
2012,Connecticut,0.587725774769071
2012,Delaware,0.5944695491927816
2012,District of Columbia,0.9258764920211752
2012,Florida,0.5044225213936623
2012,Georgia,0.46043350901943275
2012,Hawaii,0.7170384850107442
2012,Idaho,0.3357861315642467
2012,Illinois,0.585775233921169
2012,Indiana,0.447996254026727
2012,Iowa,0.5295935192810017
2012,Kansas,0.38886673254746945
2012,Kentucky,0.38457227606195094
2012,Louisiana,0.4125317438588602
2012,Maine,0.5785992139357711
2012,Maryland,0.6332172578690598
2012,Massachusetts,0.6178568074906001
2012,Michigan,0.5480053207117788
2012,Minnesota,0.5394122646169819
2012,Mississippi,0.4419810080121222
2012,Missouri,0.45221333246620027
2012,Montana,0.42965768136118543
2012,Nebraska,0.38870609731774636
2012,Nevada,0.5340754216334653
2012,New Hampshire,0.528337519782581
2012,New Jersey,0.5895196555058577
2012,New Mexico,0.5529520464690869
2012,New York,0.6427592703666923
2012,North Carolina,0.48965965096995
2012,North Dakota,0.39888791711088273
2012,Ohio,0.5151405676924949
2012,Oklahoma,0.3322768025698344
2012,Oregon,0.5627116717874738
2012,Pennsylvania,0.5273193400189182
2012,Rhode Island,0.6401674597888212
2012,South Carolina,0.44691745295434626
2012,South Dakota,0.4078150086180476
2012,Tennessee,0.3964892847370595
2012,Texas,0.41992102784893615
2012,Utah,0.25373811104852517
2012,Vermont,0.6824725882639062
2012,Virginia,0.5196737668876448
2012,Washington,0.5762829827062185
2012,West Virginia,0.36325702367957263
2012,Wisconsin,0.5346342998287241
2012,Wyoming,0.2883936598847857
2016,Alabama,0.3562585640603926
2016,Alaska,0.4161434528893193
2016,Arizona,0.4810997659896054
2016,Arkansas,0.35714862310229534
2016,California,0.6612822054272989
2016,Colorado,0.5268333337268244
2016,Connecticut,0.5714154751726364
2016,Delaware,0.5599862144368122
2016,District of Columbia,0.9569518834185409
2016,Florida,0.4938116452722452
2016,Georgia,0.47338827400696787
2016,Hawaii,0.6744133745053545
2016,Idaho,0.31689823319194416
2016,Illinois,0.5902005139071148
2016,Indiana,0.3988269047549193
2016,Iowa,0.4493645215487965
2016,Kansas,0.38888529657393334
2016,Kentucky,0.34329370982490137
2016,Louisiana,0.3982832276219221
2016,Maine,0.5159679112916253
2016,Maryland,0.6401099550856516
2016,Massachusetts,0.646512786896295
2016,Michigan,0.4988233178303845
2016,Minnesota,0.5083169370718048
2016,Mississippi,0.4091015267593994
2016,Missouri,0.40181439004433933
2016,Montana,0.38890335682975563
2016,Nebraska,0.3645232588682243
2016,Nevada,0.512937094199852
2016,New Hampshire,0.501970284423807
2016,New Jersey,0.5728419014290129
2016,New Mexico,0.5465079493432411
2016,New York,0.6177244118423061
2016,North Carolina,0.48096254196281285
2016,North Dakota,0.30190757103480254
2016,Ohio,0.45732315422864095
2016,Oklahoma,0.30695262761671865
2016,Oregon,0.5615583894505436
2016,Pennsylvania,0.4962446419250984
2016,Rhode Island,0.5831070409265982
2016,South Carolina,0.4253974363947598
2016,South Dakota,0.3402814192056875
2016,Tennessee,0.3637565695473801
2016,Texas,0.45286774422028014
2016,Utah,0.37617101654588714
2016,Vermont,0.6518642632382037
2016,Virginia,0.528263762771547
2016,Washington,0.5878693120006476
2016,West Virginia,0.27838947748704224
2016,Wisconsin,0.49592010961970284
2016,Wyoming,0.2429468037084621
2020,Alabama,0.3708862516664528
2020,Alaska,0.4473815127615069
2020,Arizona,0.5015683167912931
2020,Arkansas,0.3578756672201685
2020,California,0.6490891136066756
2020,Colorado,0.5693831949230015
2020,Connecticut,0.6019504908807785
2020,Delaware,0.5962674416498447
2020,District of Columbia,0.9446695384761944
2020,Florida,0.48305245337858443
2020,Georgia,0.5011932966290864
2020,Hawaii,0.6503266464651488
2020,Idaho,0.3412285707492213
2020,Illinois,0.5865904373280693
2020,Indiana,0.4180495199255704
2020,Iowa,0.4581673691536295
2020,Kansas,0.4250657174436865
2020,Kentucky,0.36799897099737033
2020,Louisiana,0.4053555954370895
2020,Maine,0.5467040458200397
2020,Maryland,0.6702904704709234
2020,Massachusetts,0.67115549540148145
2020,Michigan,0.5141355934440947
2020,Minnesota,0.5363951364856667
2020,Mississippi,0.4161501417261114
2020,Missouri,0.4216417935559855
2020,Montana,0.41602819907951893
2020,Nebraska,0.40215947753398273
2020,Nevada,0.512231173400438
2020,New Hampshire,0.537367925184478
2020,New Jersey,0.5807128358679484
2020,New Mexico,0.5551849015171975
2020,New York,0.6171683489301224
2020,North Carolina,0.4931581746681328
2020,North Dakota,0.3278259157710337
2020,Ohio,0.45923302352297285
2020,Oklahoma,0.3305996050309349
2020,Oregon,0.5830715698544173
2020,Pennsylvania,0.5058920525934906
2020,Rhode Island,0.6059935988395926
2020,South Carolina,0.44073391250417904
2020,South Dakota,0.365652201383185
2020,Tennessee,0.38172229627933646
2020,Texas,0.4716927876322047
2020,Utah,0.39306394878148365
2020,Vermont,0.6829918655280656
2020,Virginia,0.551546869993999
2020,Washington,0.599255031847907
2020,West Virginia,0.3020146768607797
2020,Wisconsin,0.5031906326653399
2020,Wyoming,0.27519565624414905
